Id,Y,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24
3080,1,75032,1,3.54,118007,1,0,118006,127856,1,0,1,1,118570,4.77873601732,25771,117941,19721,1,118568,1,1,1,1,1
3081,1,30627,1,5.31,118327,1,0,117961,121927,1,0,1,1,119174,-1.56411641415,6217,118328,118467,1,119172,1,1,1,1,1
3082,1,31822,1,1.77,118343,1,0,117961,270820,1,0,1,10,120774,1.0,4272,120666,118960,1,120773,1,1,1,4,1
3083,1,34949,1,3.54,118327,1,0,117961,126514,1,0,1,1,118786,1.0,3225,118929,290919,1,118784,1,1,1,3,1
3084,1,25286,1,1.77,118386,2,0,117961,130134,1,0,1,2,118454,1.0,7411,118746,118453,1,118451,1,1,1,1,1
3085,1,42084,1,86.73,118343,1,0,117961,125853,1,1,2,2,121471,-0.971576380512,5242,120671,118424,2,121469,1,1,1,366,1
3086,1,33247,1,1.77,118343,1,0,117961,133686,1,10,1,1,120499,-1.04209117855,5030,120126,118424,1,120497,1,1,1,1,1
3087,1,40866,1,1.77,118316,1,0,118315,121926,1,0,1,1,118786,1.0,56745,118202,290919,1,118784,1,1,1,4,1
3088,1,75900,1,49.56,118343,1,0,117961,120238,1,0,1,1,118055,3.62931507133,17261,118833,117887,1,118054,1,1,1,1,1
3089,1,34799,1,3.54,117944,1,0,117943,126042,1,0,1,3,119082,1.25202789505,3936,117945,292795,1,280788,1,2,1,4,1
3090,1,3852,1,1.77,118052,1,0,117961,233714,1,0,1,2,123068,-0.974393875144,17209,123144,118398,1,123067,1,1,1,1,1
3091,1,45099,1,1.77,117994,1,0,117993,130526,1,1,1,1,118132,-1.20438186945,13217,118360,118131,1,118129,1,1,1,2,1
3092,1,18226,1,95.58,118343,1,0,117961,279443,1,11,1,1,118779,-0.102663642678,5039,123125,308574,1,118777,1,1,1,251,1
3093,1,16069,1,5.31,118300,1,0,117961,130134,1,0,1,1,118749,2.37804383353,770,119181,118453,1,118747,1,1,1,29,1
3094,1,75786,1,1.77,118343,1,0,117961,121556,1,2,1,1,118786,1.0,5524,118514,290919,1,118784,1,1,1,1,1
3095,1,7677,1,1.77,117969,1,0,117961,123132,1,0,1,1,123133,-1.65321156733,26615,19666,118478,1,123131,1,1,1,77,1
3096,1,74645,1,1.77,118300,1,0,117961,133969,1,9,1,1,117973,-1.04434717563,770,119181,117887,1,179731,1,1,1,2,1
3097,1,79091,1,3.54,118213,1,0,118212,229576,1,0,1,1,120499,1.0,5137,123614,118424,1,120497,1,1,1,1,2
3098,1,79091,1,194.7,118343,1,0,117961,294485,1,0,1,2,120008,-3.31472170385,4953,123476,118424,1,120006,1,1,1,1,1
3099,1,32996,1,8.85,118413,1,0,117961,118959,1,1,1,3,118961,1.16537544157,2270,277693,118960,1,118958,1,1,1,2,1
3100,1,80192,1,1.77,117962,1,0,117961,129597,1,0,1,1,118486,-0.957589012627,2014,19666,117887,1,118368,1,1,1,1285,1
3101,1,78022,1,3.54,118182,1,0,118181,117913,1,0,1,97,117888,-0.20499794732,59000,117941,117887,1,117885,1,1,1,14814,1
3102,1,101817,1,1.77,117962,1,0,117961,123378,2,0,1,1,118843,1.0,1482,118840,118643,1,118841,1,1,1,16,1
3103,1,41575,1,8.85,118343,1,0,117961,118785,1,1,1,3,118786,1.0,3944,118514,290919,1,118784,1,1,1,3,5
3104,0,82375,1,1.77,118413,1,0,117961,117906,1,6,1,1,118322,0.0,51761,120370,290919,1,118321,1,1,1,12,1
3105,1,31491,1,1.77,118327,1,0,117961,121873,1,0,1,3,118786,1.21404579307,2612,123901,290919,1,118784,1,1,1,1,1
3106,1,77299,1,1.77,118170,2,0,118169,143905,1,0,1,1,118943,0.487827935524,15459,135245,292795,1,259173,1,1,1,3,1
3107,1,41991,1,3.54,126975,1,0,126974,118756,1,1,1,2,118046,-0.142106283316,54308,118518,270488,1,118043,1,1,1,4,1
3108,1,38754,1,8.85,118213,2,0,118212,309858,1,0,1,1,122647,1.0,60097,121014,119221,1,122645,1,1,1,9,1
3109,1,59409,1,5.31,118327,1,0,117961,117906,1,0,1,1,118322,0.180242445383,2610,121979,290919,1,118321,1,1,1,4,1
3110,1,31373,1,1.77,117944,1,0,117943,129282,1,0,1,9,118276,-1.81897231028,7703,117945,292795,1,118274,1,1,1,1,1
3111,1,34497,1,1.77,120343,1,0,120342,139355,1,0,1,1,119079,-2.81555114885,139354,119076,118372,1,119077,1,1,1,4,1
3112,1,20363,1,5.31,122974,2,0,122880,281292,1,0,1,1,120099,0.954162569683,1930,122870,270488,1,120097,1,1,1,5,1
3113,1,35896,1,2463.84,118213,1,0,118212,192211,1,0,1,2,118639,3.14259631696,1437,118437,118638,1,118636,1,1,1,1,1
3114,1,35707,1,1.77,118343,1,1,117961,117906,1,4,1,1,118322,-1.62015785958,3788,120722,290919,1,118321,2,1,1,263,1
3115,1,42092,1,1.77,118446,1,0,117961,279443,1,2,1,6,118687,-1.45998945065,17386,119064,308574,1,118685,1,1,1,190,1
3116,1,31008,1,3.54,118386,1,0,117961,126514,1,0,1,1,118786,0.707509321645,5697,118692,290919,1,118784,1,1,1,1,1
3117,1,42092,1,1.77,118343,1,0,117961,117906,1,0,1,1,118322,1.0,5717,124725,290919,2,118321,1,1,1,2,1
3118,1,91067,1,1.77,118011,1,0,117916,117886,1,0,1,4,117880,1.0,19888,117920,19721,1,117879,1,1,1,197,1
3119,1,6214,1,7.08,118327,1,0,117961,306399,1,0,1,1,124888,1.0,59067,121645,118643,1,124886,1,1,1,312,1
3120,1,17248,1,1.77,118300,1,0,117961,269406,1,0,1,1,123068,-1.05562119703,17218,118395,118398,1,123067,1,1,1,1,1
3121,1,23985,2,1.77,118300,1,0,117961,117906,1,3,1,1,118322,-0.237570150919,5652,28618,290919,1,118321,1,1,1,14,1
3122,1,5389,1,1.77,118300,1,0,117961,156763,1,2,1,1,117908,-1.65637646998,810,123719,290919,1,117905,1,1,1,2,1
3123,1,79091,1,5.31,118225,2,1,117961,141500,1,12,1,2,118454,-0.507768861603,17835,118403,118453,1,118451,1,1,2,2,1
3124,1,1019,1,53.1,118991,1,0,118990,292871,1,0,1,1,135125,1.0,71899,118992,120302,1,135123,1,1,1,1,1
3125,1,102653,1,1.77,118386,1,0,117961,135146,1,0,1,1,133308,-0.827956253866,17326,118746,118205,1,133306,1,1,1,13,1
3126,1,74700,2,1.77,117962,1,0,117961,118448,1,3,1,2,118322,1.22737537863,6299,118501,290919,1,118321,1,1,1,2,1
3127,1,25415,1,8.85,117940,1,0,117929,128814,1,2,1,1,118570,2.83538979643,46788,117941,19721,1,118568,1,1,1,5,1
3128,1,79341,1,3.54,118343,1,0,117961,305057,1,0,1,16,118055,3.28454306733,7445,122299,117887,1,118054,1,1,1,2,1
3129,0,40068,1,7.08,118300,1,0,117961,223125,1,1,1,1,118836,-2.78964641208,4909,118458,118424,1,118834,1,1,1,2,1
3130,1,75077,1,14.16,118026,1,0,91261,151426,1,0,1,2,118279,2.32665049233,17561,118202,290919,1,118278,1,1,1,15,1
3131,1,44811,1,1.77,118446,1,0,117961,117906,1,0,1,1,118322,-2.79074200703,5916,16232,290919,1,118321,1,1,1,2,1
3132,1,80641,1,7.08,118343,1,0,117961,217580,1,5,1,6,126518,0.243893216559,57719,149210,118612,1,126516,1,1,1,7,1
3133,1,40852,1,1.77,118343,1,0,117961,117906,2,0,2,1,118786,-1.03995270583,7520,124725,290919,1,118784,1,1,1,28,1
3134,1,23721,1,1.77,118225,1,0,117961,254229,1,0,1,1,120419,-2.80027817245,84718,121716,249618,1,120418,1,1,1,1,1
3135,1,75833,1,1.77,118300,1,0,117961,235337,1,35,1,1,118639,-2.11256142934,3753,118360,118638,1,118636,1,1,1,2,1
3136,1,31824,1,1.77,118300,1,0,117961,301534,1,0,1,1,118730,-1.39112587031,17058,119488,118295,1,118728,1,1,1,1,1
3137,1,39395,1,7.08,118052,1,0,117961,117906,1,0,1,3,118322,1.83761121279,1350,120096,290919,1,118321,1,1,1,12,1
3138,1,38112,1,5.31,117936,1,0,117935,117913,1,0,1,1,117888,1.0,49735,117878,117887,1,117885,1,1,1,2,1
3139,1,6976,1,1.77,118052,1,0,117961,117906,1,1,1,5,117908,-2.28698537056,17789,119986,290919,1,117905,1,1,1,40,1
3140,1,31231,1,14.16,117877,1,0,117876,278712,1,0,1,3,117900,-1.0805910824,13295,117878,19721,1,117899,1,1,1,4,1
3141,1,26436,1,1.77,117894,1,0,117893,117897,1,0,1,5,117898,2.45791840285,100318,117895,117887,1,117896,1,1,1,380,2
3142,1,1968,1,14.16,118442,1,0,118441,300603,1,0,1,1,119194,1.0,59312,118378,119184,1,119192,1,1,1,1,1
3143,1,25992,1,1.77,118343,1,0,117961,117906,1,0,1,1,118322,3.8431528849,6999,121747,290919,1,118321,1,1,1,3,1
3144,1,42504,1,1.77,118225,1,0,117961,130134,1,1,1,1,118749,-0.903385588491,1331,118403,118453,1,118747,1,1,1,5590,1
3145,1,25273,1,1.77,118343,1,0,117961,133686,1,28,1,1,119435,1.0,5030,120126,118424,1,119433,1,1,1,7,1
3146,1,22661,1,5.31,117903,1,0,117902,142453,1,1,1,2,118865,0.520006515966,53150,128935,118398,1,118863,1,1,1,29,1
3147,1,15713,1,1.77,118574,1,0,118573,144259,1,29,1,1,117948,-1.40328986203,7789,117945,292795,1,117946,1,1,1,1,3
3148,1,42084,1,1.77,119597,1,0,119596,118294,1,0,1,58,118296,-5.05336927986,16682,120026,118295,1,118293,2,1,1,1,1
3149,1,43639,1,60.18,122533,1,0,122532,129506,1,4,1,1,119194,1.32036346416,1480,118575,119184,1,119192,1,1,1,6,2
3150,1,34747,1,3.54,118327,1,0,117961,256168,2,0,1,2,120649,-1.81554384744,1222,120171,118398,1,120647,1,1,1,59,1
3151,1,20292,1,3.54,118266,1,0,117926,310732,1,0,1,4,118570,1.49303688811,273476,117920,19721,1,118568,1,1,1,4,1
3152,1,17291,1,1.77,117969,1,0,117961,131505,1,0,1,1,118399,-1.12021375069,16815,120823,118398,1,118396,1,1,1,3,1
3153,1,78240,1,8.85,118225,1,0,117961,117906,1,1,1,2,118322,2.4133908618,19622,118403,290919,1,118321,1,1,1,1,1
3154,0,74282,1,1.77,118327,1,0,117961,310608,1,0,1,1,118525,0.896787686467,25262,118320,118331,1,118523,1,1,1,2,1
3155,1,84048,1,14.16,118300,1,0,117961,240983,1,0,2,2,118322,-1.36465225908,3917,121405,290919,1,118321,1,1,1,1,1
3156,1,1019,1,35.4,118327,1,0,117961,117906,1,0,1,2,117908,0.140463141266,2612,123901,290919,1,117905,1,1,1,42,1
3157,1,34075,1,7.08,122533,1,0,122532,280788,1,3,3,1,119082,-2.07808575107,46609,117945,292795,1,280788,1,1,1,2,1
3158,1,43741,1,5.31,118343,1,0,117961,300136,1,1,1,4,118425,-1.20885426768,5002,119598,118424,1,118422,1,1,1,4,1
3159,1,39475,1,1.77,118225,1,0,117961,240983,1,0,1,1,117908,-2.04400657409,3838,119924,290919,1,117905,1,1,1,1,1
3160,1,29707,1,1.77,118052,1,0,117961,117906,1,0,1,2,118322,-2.54351492297,15746,119742,290919,1,118321,1,1,1,3,1
3161,0,52014,1,3.54,117962,1,0,117961,117906,1,0,1,1,118322,0.0,7370,118481,290919,1,118321,1,2,1,1,1
3162,1,31824,1,8.85,118343,1,0,117961,159672,1,1,1,4,118332,1.0,5201,118979,118331,1,307024,1,1,2,8,1
3163,1,16442,1,3.54,118225,1,0,117961,120324,1,0,2,1,119096,1.22294975824,7076,120041,119095,1,119093,1,1,1,2,1
3164,1,34949,1,1.77,118327,1,1,117961,117906,1,0,1,1,118322,4.28450004445,5432,118391,290919,1,118321,1,1,1,2577,1
3165,1,20291,1,1.77,117927,1,0,117926,281735,1,3,1,1,118570,0.121170638128,87977,117884,19721,1,118568,1,1,1,2,1
3166,1,77048,1,8.85,117923,1,0,117922,124097,2,2,1,1,121070,2.38550078872,13234,117920,121069,1,121067,1,1,1,3,1
3167,1,77944,1,7.08,118386,1,0,117961,117906,1,5,1,1,118261,1.0,7369,118896,290919,1,118259,1,1,1,5,1
3168,1,6976,1,1.77,117962,1,0,117961,306399,1,0,1,28,118644,0.264073163408,1483,118840,118643,1,118641,1,1,1,24,1
3169,1,42092,1,5.31,118300,1,0,117961,117906,1,0,1,1,117908,2.43308375699,5652,28618,290919,1,117905,1,1,1,5,1
3170,1,31975,1,1.77,118085,1,0,118084,119456,1,0,1,3,119325,-1.76291882972,8781,117920,19793,1,119323,1,2,1,4,1
3171,1,31440,1,1.77,118300,2,0,117961,311360,1,0,1,2,120346,1.21474862344,17243,120026,118424,1,120344,1,1,1,35,1
3172,1,92376,1,1.77,118300,1,0,117961,302830,1,0,2,1,128231,-2.71161586203,2594,120410,4673,1,128230,1,1,1,4,1
3173,1,86320,3,3.54,117962,1,0,117961,137802,1,0,1,1,118687,0.417167568329,54684,118910,308574,2,118685,1,1,1,1,1
3174,1,25992,1,14.16,117933,1,0,117932,120877,1,0,1,1,118570,-0.875342071698,21254,117878,19721,1,118568,1,1,1,1,1
3175,1,35497,1,1.77,118300,1,0,117961,117906,1,0,1,1,118322,1.39289530166,8563,118783,290919,1,118321,1,1,1,3,1
3176,1,22681,1,1.77,118446,1,0,117961,117906,1,0,1,175,117908,-0.875405540113,4023,119064,290919,1,117905,1,1,1,21,1
3177,1,74000,1,1.77,118091,1,0,118090,117913,1,2,1,1,117888,-0.557883839308,50428,117912,117887,1,117885,1,1,1,26,1
3178,1,6976,1,1.77,118327,2,0,117961,147608,1,3,1,2,118539,-6.22440547492,60792,121694,308574,1,118536,1,1,1,1,1
3179,1,23874,1,1.77,23779,1,0,118074,118368,1,0,1,1,118486,1.0,23782,121458,117887,1,118368,1,1,1,1,1
3180,1,23193,1,3.54,118052,1,0,117961,240983,1,0,1,1,117908,-2.38872041353,4452,120671,290919,1,117905,1,1,2,5,1
3181,1,15006,1,8.85,118213,1,0,118212,117906,1,5,1,1,117908,-0.218055193963,7399,123201,290919,1,117905,1,1,1,1,1
3182,1,16142,1,1.77,118343,1,0,117961,120812,1,4,1,1,120814,0.865108872571,14811,118344,118638,1,120812,1,1,1,1,2
3183,1,77445,1,1.77,118343,1,0,117961,240983,1,7,1,1,118322,1.0,7520,124725,290919,1,118321,1,1,1,13,1
3184,0,23967,1,1.77,118052,1,0,117961,240983,1,1,1,3,118322,0.0,4084,118992,290919,1,118321,1,1,1,3,1
3185,1,80075,1,8.85,118386,1,0,117961,122058,1,1,1,1,118687,0.174720786649,21280,118317,308574,1,118685,1,1,1,65,1
3186,1,81295,1,1.77,117962,1,0,117961,279443,1,3,1,1,118779,-0.176535232772,54684,118910,308574,1,118777,1,1,1,82,1
3187,1,17307,1,26.55,117891,1,0,117890,117899,1,0,1,1,118570,-2.28350688433,47104,117878,19721,1,118568,1,1,1,3,1
3188,1,73506,1,5.31,118291,1,0,118290,260942,1,1,1,1,120346,1.12641180284,5320,119598,118424,1,120344,1,1,1,1,1
3189,1,18417,1,7.08,118343,1,0,117961,118959,1,1,1,1,120774,1.0,5396,120270,118960,1,120773,2,1,1,73461,1
3190,1,25058,1,1.77,118291,1,0,118290,243787,1,0,1,1,118425,-3.18040938814,4931,120026,118424,1,118422,1,1,1,4,1
3191,1,22418,1,1.77,117962,1,0,117961,117906,1,1,1,1,118322,2.48897060828,7072,118352,290919,2,118321,1,1,1,2,1
3192,1,40008,1,5.31,118343,1,0,117961,122058,1,1,2,8,118687,-0.796562901809,1903,118514,308574,1,118685,1,1,1,4,1
3193,1,20274,1,1.77,118343,1,0,117961,129054,1,0,1,2,118786,1.0,7455,118833,290919,1,118784,1,1,1,2,1
3194,1,30864,1,3.54,118001,1,0,118000,117906,1,0,1,1,118322,1.0,65507,119181,290919,1,118321,1,1,1,5,1
3195,1,14569,1,19.47,118220,1,0,118219,166848,1,0,1,2,127702,0.759069912247,20481,118221,19721,1,127700,1,1,1,35,1
3196,1,87089,1,10.62,118225,1,0,117961,269406,1,0,1,1,123068,2.05250702352,17223,120535,118398,1,123067,1,1,1,11,1
3197,1,81471,1,3.54,118327,1,0,117961,311441,1,4,1,1,118892,1.34250411471,21837,118507,118398,1,118890,1,1,1,13,1
3198,1,971,1,3.54,118343,1,0,117961,132719,1,0,1,1,118332,0.250612097989,4375,120347,118331,1,307024,1,2,1,1,1
3199,1,74141,1,8.85,117962,1,0,117961,117906,2,0,2,2,118322,0.244192469622,4698,118352,290919,1,118321,1,1,1,445,1
3200,1,101948,1,1.77,118343,1,0,117961,130134,1,0,1,2,118454,1.6515183675,3966,122012,118453,1,118451,1,1,1,1,1
3201,1,81349,1,3.54,118888,1,0,118887,138565,1,0,2,2,118296,-1.32355726174,4384,118458,118295,1,118293,1,1,1,1,1
3202,1,42225,1,1.77,118052,1,0,117961,117906,1,4,1,1,118322,1.0,1350,122938,290919,1,118321,1,1,1,1,1
3203,1,75444,1,1.77,118954,1,0,118953,119907,1,117,1,1,118570,-0.324927420109,58590,117884,19721,1,118568,1,1,1,1,1
3204,1,41568,1,10.62,118300,1,0,117961,240983,1,6,1,49,118322,0.946065405556,4584,120297,290919,1,118321,1,1,1,1,1
3205,1,38391,1,1.77,117930,1,0,117929,117886,1,1,1,1,117880,0.239437099925,31857,117912,19721,1,117879,1,1,1,7,1
3206,1,15914,1,3.54,118327,1,0,117961,117906,1,0,1,1,118322,-0.23170023293,34612,118320,290919,1,118321,1,1,1,2,1
3207,1,36827,1,15.93,117927,1,0,117926,117886,1,1,1,1,117880,1.0,547,117884,19721,1,117879,1,1,1,2,1
3208,1,75077,1,1.77,118386,1,0,117961,131188,1,0,2,2,119964,0.521408272375,71189,121883,118205,1,119962,1,1,1,8,2
3209,1,16766,1,1.77,119091,1,0,119062,119094,1,0,2,1,119096,-0.817292997381,6986,120323,119095,1,119093,1,1,1,10,1
3210,1,21749,1,19.47,118386,1,0,117961,117906,1,1,1,1,117908,1.0,7651,118746,290919,1,117905,1,1,1,2,1
3211,0,45336,1,3.54,130600,1,0,119062,117906,2,0,1,43,117908,-0.212077378045,4743,120663,290919,1,117905,1,1,1,2,1
3212,1,42606,1,1.77,118225,1,0,117961,240983,1,0,1,2,117908,0.535712629529,1012,119924,290919,1,117905,1,1,1,1,1
3213,1,31605,1,1.77,117962,1,0,117961,311441,1,0,1,1,119951,-4.58577711517,2014,117904,290919,1,119949,1,1,2,1,1
3214,1,25286,1,1.77,118026,1,0,91261,117906,1,1,1,11,118322,-0.619281741593,7475,118202,290919,1,118321,1,1,1,1,1
3215,1,79091,1,10.62,118300,1,0,117961,118785,2,1,1,1,118786,0.0903195142222,2819,120410,290919,1,118784,1,1,1,1,1
3216,1,81349,1,1.77,118446,1,0,117961,244844,1,0,1,1,119851,1.0,13864,123858,118638,1,119849,1,2,1,1,1
3217,1,4674,1,1.77,117962,1,0,117961,118959,1,0,1,2,123047,1.0,2299,119223,120518,2,123045,1,1,1,2,1
3218,1,79934,1,7.08,119692,1,1,119691,311441,1,1,1,1,122969,-0.919904651059,2343,118635,119695,1,122967,1,1,1,46,1
3219,1,44721,1,1.77,118327,1,0,117961,310608,1,15,1,5,118525,0.399028697597,13844,119995,118331,1,118523,1,1,1,1,1
3220,1,1968,1,1.77,117933,1,0,117932,117879,1,0,1,2,117880,-3.04553800829,2000,117878,19721,1,117879,1,1,1,28,1
3221,1,15063,1,1.77,117962,1,0,117961,147116,1,1,1,1,117973,2.6936656157,2409,117904,117887,1,179731,1,1,1,1,1
3222,1,16436,1,14.16,118225,1,0,117961,117906,1,4,1,1,118322,1.24702067241,4659,120663,290919,1,118321,1,1,1,1,1
3223,1,75323,1,1.77,118225,1,0,117961,253787,1,1,1,4,118779,1.88122015212,21287,122870,308574,1,118777,1,1,1,2,1
3224,1,77294,1,1.77,118327,1,0,117961,229991,1,0,1,1,138021,1.0,28890,118529,120518,1,138019,1,1,1,1,1
3225,1,27294,1,3.54,118300,1,0,117961,310608,1,0,1,1,119929,1.0,5048,118458,118331,1,119928,1,1,1,356,1
3226,1,3814,1,1.77,118413,1,0,117961,240983,1,0,1,7,118322,3.08842355211,4036,120370,290919,1,118321,1,1,1,384,1
3227,1,33053,1,1.77,118052,1,0,117961,120065,1,0,1,1,120359,-1.86088863493,16703,120671,118424,1,120357,1,1,1,19,1
3228,1,35406,1,3.54,118300,1,0,117961,213944,1,0,1,2,118786,1.0,771,120722,290919,1,118784,1,1,1,1,1
3229,1,35790,1,1.77,118327,1,0,117961,185973,1,1,1,1,129911,-1.11301783659,1614,118507,118453,1,129909,1,1,1,6,1
3230,1,74000,1,3.54,118091,1,0,118090,117913,1,3,1,2,117888,2.21451167216,83596,117941,117887,1,117885,1,1,1,194,1
3231,1,23496,1,7.08,118888,1,0,118887,311746,1,0,1,2,120008,-1.32070641944,4125,121108,118424,1,120006,1,1,1,1,1
3232,1,76616,1,1.77,118225,1,0,117961,117906,1,0,1,1,117908,0.926751436556,16541,120551,290919,1,117905,1,1,1,3,1
3233,1,45652,1,3.54,118225,1,0,117961,302830,1,0,1,1,128231,1.0,17835,118403,4673,1,128230,1,1,1,7,1
3234,0,28073,1,1.77,118300,1,0,117961,162825,1,0,1,5,119353,0.0,3245,121216,3130,1,119351,1,1,1,1,2
3235,1,79091,1,1.77,118386,1,0,117961,304629,1,0,1,1,124154,-2.37715447801,59765,121961,118424,2,124152,1,1,1,2,1
3236,1,73089,1,1.77,118327,3,0,117961,138290,1,1,1,1,118892,2.4071778174,21837,118507,118398,1,118890,1,1,1,1,1
3237,1,75077,1,1.77,118386,1,0,117961,117906,1,0,1,23,117908,-2.04721179423,23136,121961,290919,1,117905,1,1,1,181,1
3238,1,76445,1,1.77,118300,1,0,117961,117906,1,0,1,124,117908,-2.48280291692,7505,119181,290919,1,117905,1,1,1,1,1
3239,1,15713,1,1.77,119256,1,0,117961,118806,1,0,1,1,117948,-2.95147714161,5570,119257,292795,1,117946,1,1,1,1,1
3240,1,80586,1,1.77,118446,1,0,117961,127527,1,0,1,16,118364,1.0,8697,119064,118363,1,118361,1,1,1,1,1
3241,1,75900,1,1.77,118343,1,0,117961,300136,1,0,1,1,118425,-1.08536200766,4551,118833,118424,1,118422,1,3,1,4,1
3242,1,74487,1,1.77,118343,1,0,117961,117906,1,0,1,2227,117908,-0.677710004445,7539,119987,290919,1,117905,1,1,1,1,1
3243,1,45787,1,1.77,118413,1,0,117961,279443,1,5,1,1,130858,1.57601203509,20170,120526,308574,1,130857,1,1,1,19,1
3244,1,45824,1,3.54,118343,1,0,117961,270820,1,0,1,5,120774,1.65491765877,4272,120666,118960,1,120773,1,1,1,1,1
3245,1,73814,1,1.77,118463,1,0,118315,151811,1,0,1,2,123652,1.0,28232,118522,118467,1,123651,1,1,1,1,1
3246,1,38469,1,1.77,118102,1,0,117890,118103,1,0,1,2,117888,-4.6060087217,14867,117878,117887,2,117885,1,1,1,2,1
3247,1,15678,1,5.31,118327,1,0,117961,304465,1,1,1,1,120619,0.824726018892,16566,120559,118643,1,120618,1,1,1,72,1
3248,1,41296,1,1.77,118343,1,0,117961,117906,1,445,1,1,117908,-3.40839840494,4638,119987,290919,1,117905,1,1,1,2,1
3249,1,75077,1,3.54,119171,1,0,119170,225246,1,0,1,45,129231,-1.60692356366,28241,140453,119788,1,129229,1,1,1,17,1
3250,1,41855,1,5.31,118300,1,0,117961,240983,1,0,1,4,118322,-2.35651404306,17669,118514,290919,1,118321,1,1,1,14,1
3251,1,27836,1,19.47,118343,1,0,117961,174445,1,0,1,1,120099,4.2174096473,21009,149210,270488,1,120097,1,1,1,9,1
3252,1,3129,1,3.54,118327,1,0,117961,121873,1,0,1,2,118786,-2.35374000435,2612,123901,290919,1,118784,1,1,1,4,1
3253,1,35525,1,1.77,117944,1,0,117943,126042,1,0,1,1,119082,1.0,7703,117945,292795,1,280788,1,1,1,20,1
3254,0,35450,1,1.77,118170,1,0,118169,310843,1,0,1,1,117948,-0.959772404209,15510,125857,292795,1,117946,1,1,1,145,1
3255,1,81069,1,3.54,118316,1,0,118315,117906,1,0,1,4,118322,-0.979251854973,70692,118202,290919,1,118321,1,1,1,349,1
3256,1,25094,1,1.77,118343,1,0,117961,132672,1,0,1,2,132673,1.0,7530,118514,290919,1,132671,1,1,1,6,1
3257,0,38709,1,1.77,118080,1,0,118079,118177,1,0,1,1,117880,0.824576614679,56606,117878,19721,2,117879,1,1,1,11,1
3258,1,80502,1,247.8,117962,1,0,117961,123107,1,1,1,1,120519,1.0,3990,118409,120518,1,120516,1,1,1,3,1
3259,1,74866,1,24.78,118386,1,0,117961,123107,1,3,1,1,120519,1.0,13781,121961,120518,1,120516,1,1,1,1,1
3260,1,25992,1,1.77,118343,1,0,117961,117906,1,0,1,6,118322,-3.0193535188,6454,118856,290919,2,118321,1,1,1,4,1
3261,1,80989,1,15.93,117894,1,0,117893,117897,1,31,1,1,117900,1.0,50550,117895,19721,2,117899,1,1,1,1,1
3262,1,17307,1,1.77,118343,1,0,117961,117906,1,0,1,2,117908,1.0,7539,119987,290919,1,117905,1,1,1,2,1
3263,1,22429,1,1.77,118225,1,0,117961,168365,1,0,1,1,118319,-3.26034235165,7388,119924,118205,1,118318,1,1,1,43708,1
3264,1,39330,1,1.77,118026,1,0,91261,117906,1,0,1,1,118322,-0.179273218883,17389,118692,290919,1,118321,1,1,1,1,1
3265,1,3852,1,1.77,118300,1,0,117961,311441,1,20,1,75,120649,2.83352353697,13828,121977,118398,1,120647,1,1,1,86,1
3266,1,34949,1,1.77,118327,1,0,117961,152038,1,0,1,1,124924,-3.18082294211,28805,120299,118612,1,124922,1,1,1,7,1
3267,1,953,1,1446.09,118300,1,0,117961,117906,1,6,1,1,117908,-0.0967060702909,5659,124725,290919,1,117905,1,2,1,5,1
3268,1,14353,1,5.31,117917,1,0,117916,131694,1,34,1,1,118570,1.0,56776,117920,19721,1,118568,1,1,1,2,1
3269,1,74282,1,7.08,118327,1,0,117961,310608,1,3,1,1,118525,-1.81487341543,25618,118320,118331,1,118523,1,1,1,9,1
3270,1,4674,1,5.31,118300,1,0,117961,118785,1,1,1,2,118786,-1.43481461417,36144,121176,290919,1,118784,1,1,1,4,1
3271,1,80901,1,1.77,120865,1,0,120864,311058,1,0,1,1,149339,0.677609104105,15566,128639,118398,1,149337,1,1,2,2,1
3272,1,45989,1,1.77,118178,1,1,117887,141966,1,3,1,1,118943,0.667217682558,7705,117945,292795,1,259173,1,1,1,1,1
3273,1,73109,1,3.54,118291,1,0,118290,307233,1,0,1,9,118030,1.0,46170,118889,117887,1,118028,1,1,2,1,1
3274,1,1019,1,1.77,118300,1,0,117961,240983,1,0,1,1,118322,-0.295137928838,25557,121951,290919,1,118321,1,1,1,2,1
3275,1,23149,1,1.77,118386,1,0,117961,240983,1,0,1,1,117908,1.0,25293,128823,290919,1,117905,1,1,1,5,1
3276,1,42084,2,1.77,118213,1,0,118212,229576,1,0,1,5,120499,1.0,5137,123614,118424,1,120497,1,1,1,1,1
3277,1,44919,1,7.08,118052,1,0,117961,160695,1,0,1,1,128905,-0.906766875265,15645,122392,292795,1,128903,1,1,1,571,1
3278,1,36181,1,7.08,118413,1,0,117961,124402,1,1,1,1,118786,4.34565404307,5637,122007,290919,1,118784,1,1,1,1,1
3279,1,75942,1,1.77,119256,1,0,216705,266874,1,0,1,1,118055,3.72722245032,3100,120059,117887,1,118054,1,1,1,2,1
3280,1,17225,1,17.7,118343,1,0,117961,269406,1,14,1,1,123068,0.541513206812,30523,119984,118398,1,123067,1,1,1,244,1
3281,1,40620,1,3.54,118225,1,0,117961,150283,1,0,1,1,122131,-2.20116740608,8435,124449,121916,1,122129,1,1,1,1,1
